case,age_group,goal,method,valid,safe,score_before,score_after,norm_l1,norm_l2,n_changed,n_unavailable,n_hard_violations,evaluations,runtime_s,note
160,adult,balanced_nutrition,foodsense_de,1,1,0.4384,0.7082,7.03,5.0756,4,0,0,6001,1.497,evaluation_budget
160,adult,balanced_nutrition,wachter,0,1,0.4384,0.6623,7.78,3.7207,7,3,0,3241,1.084,plateaued_without_validity
160,adult,balanced_nutrition,dice_random,1,1,0.4384,0.8005,9.1,7.9395,4,1,0,2013,0.916,
160,adult,balanced_nutrition,dice_genetic,0,1,0.4384,0.4384,0.0,0.0,0,0,0,6001,12.518,evaluation_budget_exhausted
160,adult,balanced_nutrition,greedy,0,1,0.4384,0.6069,3.0,1.8057,4,0,0,355,0.044,
161,adult,balanced_nutrition,foodsense_de,0,1,0.2655,0.3986,0.807,0.3126,6,0,0,641,0.16,plateaued_without_validity
161,adult,balanced_nutrition,wachter,1,1,0.2655,0.7554,3.4,1.0655,13,2,0,3841,1.095,valid_and_plateaued
161,adult,balanced_nutrition,dice_random,1,1,0.2655,0.8131,4.386,2.7191,8,1,0,3013,0.97,
161,adult,balanced_nutrition,dice_genetic,0,1,0.2655,0.2655,0.0,0.0,0,0,0,6001,14.419,evaluation_budget_exhausted
161,adult,balanced_nutrition,greedy,1,1,0.2655,0.8121,3.5965,1.7466,8,2,0,611,0.094,
162,adult,balanced_nutrition,foodsense_de,0,1,0.2895,0.6682,1.8373,1.1448,5,0,0,3881,0.995,plateaued_without_validity
162,adult,balanced_nutrition,wachter,1,1,0.2895,0.7882,2.744,1.3482,10,1,0,3361,0.934,valid_and_plateaued
162,adult,balanced_nutrition,dice_random,0,1,0.2895,0.6543,3.0133,1.7645,5,0,0,4013,1.164,
162,adult,balanced_nutrition,dice_genetic,0,1,0.2895,0.2895,0.0,0.0,0,0,0,6001,13.401,evaluation_budget_exhausted
162,adult,balanced_nutrition,greedy,0,1,0.2895,0.6066,1.8427,1.0063,5,1,0,531,0.084,
163,adult,glycemic_control,foodsense_de,0,1,0.5041,0.5029,0.0101,0.0042,0,0,0,641,0.164,plateaued_without_validity
163,adult,glycemic_control,wachter,0,1,0.5041,0.5029,0.0101,0.0042,0,0,0,641,0.194,plateaued_without_validity
163,adult,glycemic_control,dice_random,0,1,0.5041,0.5041,0.0,0.0,0,0,0,6001,1.455,evaluation_budget_exhausted
163,adult,glycemic_control,dice_genetic,0,1,0.5041,0.5041,0.0,0.0,0,0,0,6001,17.717,evaluation_budget_exhausted
163,adult,glycemic_control,greedy,1,1,0.5041,0.8577,0.3748,0.2221,3,0,0,752,0.165,
164,adult,balanced_nutrition,foodsense_de,1,1,0.2039,0.7102,2.6095,1.9993,3,0,0,3881,1.098,valid_and_plateaued
164,adult,balanced_nutrition,wachter,1,1,0.2039,0.7981,2.4524,1.2063,7,2,0,2121,0.655,valid_and_plateaued
164,adult,balanced_nutrition,dice_random,1,1,0.2039,0.7752,5.0476,3.5108,3,2,0,4013,1.49,
164,adult,balanced_nutrition,dice_genetic,0,1,0.2039,0.2039,0.0,0.0,0,0,0,6001,14.783,evaluation_budget_exhausted
164,adult,balanced_nutrition,greedy,1,1,0.2039,0.7402,2.1548,1.2372,3,2,0,439,0.066,
165,adult,glycemic_control,foodsense_de,1,1,0.22,0.7021,0.3938,0.2748,2,0,0,2561,0.496,valid_and_plateaued
165,adult,glycemic_control,wachter,1,1,0.22,0.7703,0.5125,0.295,3,1,0,3681,0.875,valid_and_plateaued
165,adult,glycemic_control,dice_random,1,1,0.22,0.7293,2.6387,1.7742,3,1,0,4013,1.137,
165,adult,glycemic_control,dice_genetic,0,1,0.22,0.22,0.0,0.0,0,0,0,6001,12.595,evaluation_budget_exhausted
165,adult,glycemic_control,greedy,1,1,0.22,0.7157,0.545,0.3161,3,0,0,561,0.074,
166,adult,weight_management,foodsense_de,0,1,0.4287,0.4335,0.0173,0.0084,0,0,0,641,0.157,plateaued_without_validity
166,adult,weight_management,wachter,1,1,0.4287,0.7765,0.6848,0.2967,6,1,0,1361,0.383,valid_and_plateaued
166,adult,weight_management,dice_random,1,1,0.4287,0.7511,0.4329,0.4071,2,1,0,3013,0.991,
166,adult,weight_management,dice_genetic,0,1,0.4287,0.4287,0.0,0.0,0,0,0,6001,13.858,evaluation_budget_exhausted
166,adult,weight_management,greedy,1,1,0.4287,0.7214,0.2771,0.2599,1,1,0,280,0.049,
167,adult,weight_management,foodsense_de,0,1,0.6917,0.6823,0.0246,0.0149,1,0,0,641,0.193,plateaued_without_validity
167,adult,weight_management,wachter,0,1,0.6917,0.6828,0.071,0.0394,3,0,0,641,0.229,plateaued_without_validity
167,adult,weight_management,dice_random,1,1,0.6917,0.7573,0.1041,0.0813,2,0,0,2013,0.839,
167,adult,weight_management,dice_genetic,0,1,0.6917,0.6917,0.0,0.0,0,0,0,6001,14.09,evaluation_budget_exhausted
167,adult,weight_management,greedy,1,1,0.6917,0.8091,0.1344,0.1118,2,0,0,270,0.037,
168,adult,weight_management,foodsense_de,0,1,0.5526,0.6254,0.0604,0.0379,2,0,0,641,0.148,plateaued_without_validity
168,adult,weight_management,wachter,0,1,0.5526,0.6254,0.0604,0.0379,2,0,0,641,0.185,plateaued_without_validity
168,adult,weight_management,dice_random,1,1,0.5526,0.7542,0.4077,0.2745,4,1,0,2013,0.8,
168,adult,weight_management,dice_genetic,0,1,0.5526,0.5526,0.0,0.0,0,0,0,6001,13.723,evaluation_budget_exhausted
168,adult,weight_management,greedy,1,1,0.5526,0.7826,0.1481,0.0955,3,1,0,268,0.042,
169,adult,balanced_nutrition,foodsense_de,0,1,0.5075,0.5072,0.015,0.0095,1,0,0,641,0.158,plateaued_without_validity
169,adult,balanced_nutrition,wachter,1,1,0.5075,0.7214,0.2508,0.1395,5,1,0,6001,1.783,evaluation_budget
169,adult,balanced_nutrition,dice_random,1,1,0.5075,0.795,0.6579,0.4032,4,1,0,4013,1.396,
169,adult,balanced_nutrition,dice_genetic,0,1,0.5075,0.5075,0.0,0.0,0,0,0,6001,12.839,evaluation_budget_exhausted
169,adult,balanced_nutrition,greedy,1,1,0.5075,0.7741,0.3095,0.227,3,1,0,380,0.057,
170,adult,weight_management,foodsense_de,0,1,0.4165,0.4161,0.0987,0.0619,1,0,0,641,0.147,plateaued_without_validity
170,adult,weight_management,wachter,1,1,0.4165,0.7196,0.7013,0.5617,3,1,0,5081,1.308,valid_and_plateaued
170,adult,weight_management,dice_random,1,1,0.4165,0.8378,2.238,1.5256,3,1,0,2013,0.79,
170,adult,weight_management,dice_genetic,0,1,0.4165,0.4165,0.0,0.0,0,0,0,6001,14.829,evaluation_budget_exhausted
170,adult,weight_management,greedy,1,1,0.4165,0.7705,0.7316,0.6359,2,1,0,258,0.037,
171,adult,balanced_nutrition,foodsense_de,0,1,0.3898,0.6627,0.7122,0.4559,3,0,0,4801,0.911,plateaued_without_validity
171,adult,balanced_nutrition,wachter,1,1,0.3898,0.7297,0.7329,0.3619,6,1,0,3041,0.705,valid_and_plateaued
171,adult,balanced_nutrition,dice_random,0,1,0.3898,0.3898,0.0,0.0,0,0,0,6001,1.385,evaluation_budget_exhausted
171,adult,balanced_nutrition,dice_genetic,0,1,0.3898,0.3898,0.0,0.0,0,0,0,6001,11.2,evaluation_budget_exhausted
171,adult,balanced_nutrition,greedy,1,1,0.3898,0.7571,0.6771,0.3971,3,1,0,1172,0.141,
172,adult,weight_management,foodsense_de,1,1,0.7641,0.7852,0.0566,0.0234,5,0,0,641,0.159,valid_and_plateaued
172,adult,weight_management,wachter,1,1,0.7641,0.7852,0.0566,0.0234,5,0,0,641,0.249,valid_and_plateaued
172,adult,weight_management,dice_random,1,1,0.7641,0.7805,0.0766,0.038,5,0,0,2013,0.876,
172,adult,weight_management,dice_genetic,1,1,0.7641,0.7641,0.0,0.0,0,0,0,6001,12.977,evaluation_budget_exhausted
172,adult,weight_management,greedy,1,1,0.7641,0.7852,0.0566,0.0234,5,0,0,158,0.026,
173,adult,glycemic_control,foodsense_de,0,1,0.4851,0.4921,0.9192,0.4351,4,0,0,641,0.148,plateaued_without_validity
173,adult,glycemic_control,wachter,1,1,0.4851,0.7003,3.4708,1.6453,7,2,0,3521,0.835,valid_and_plateaued
173,adult,glycemic_control,dice_random,1,1,0.4851,0.8172,6.6574,4.108,6,2,0,2013,0.636,
173,adult,glycemic_control,dice_genetic,0,1,0.4851,0.4851,0.0,0.0,0,0,0,6001,11.735,evaluation_budget_exhausted
173,adult,glycemic_control,greedy,1,1,0.4851,0.7291,4.0111,2.075,6,2,0,678,0.143,
174,adult,balanced_nutrition,foodsense_de,0,1,0.4522,0.4563,0.1195,0.115,1,0,0,641,0.149,plateaued_without_validity
174,adult,balanced_nutrition,wachter,1,1,0.4522,0.7164,0.2422,0.1305,6,3,0,3001,0.755,valid_and_plateaued
174,adult,balanced_nutrition,dice_random,1,1,0.4522,0.848,0.2504,0.1442,4,0,0,4013,1.11,
174,adult,balanced_nutrition,dice_genetic,0,1,0.4522,0.4522,0.0,0.0,0,0,0,6001,12.184,evaluation_budget_exhausted
174,adult,balanced_nutrition,greedy,1,1,0.4522,0.7543,0.2028,0.1294,3,0,0,532,0.072,
175,adult,glycemic_control,foodsense_de,1,1,0.3874,0.7395,0.2087,0.167,2,0,0,6001,1.116,evaluation_budget
175,adult,glycemic_control,wachter,0,1,0.3874,0.6661,1.1562,0.4977,8,1,0,841,0.229,plateaued_without_validity
175,adult,glycemic_control,dice_random,1,1,0.3874,0.7476,0.2743,0.1802,3,1,0,3013,0.883,
175,adult,glycemic_control,dice_genetic,0,1,0.3874,0.3874,0.0,0.0,0,0,0,6001,11.471,evaluation_budget_exhausted
175,adult,glycemic_control,greedy,1,1,0.3874,0.7459,0.2952,0.2042,2,0,0,386,0.047,
176,adult,balanced_nutrition,foodsense_de,0,1,0.5182,0.5217,0.0875,0.0416,4,0,0,641,0.15,plateaued_without_validity
176,adult,balanced_nutrition,wachter,1,1,0.5182,0.7485,0.8625,0.3859,12,2,0,1761,0.47,valid_and_plateaued
176,adult,balanced_nutrition,dice_random,1,1,0.5182,0.7392,0.9096,0.7018,6,2,0,2013,0.8,
176,adult,balanced_nutrition,dice_genetic,0,1,0.5182,0.5182,0.0,0.0,0,0,0,6001,12.469,evaluation_budget_exhausted
176,adult,balanced_nutrition,greedy,1,1,0.5182,0.7113,0.7365,0.3965,7,1,0,603,0.089,
177,adult,glycemic_control,foodsense_de,0,1,0.4618,0.4621,0.0327,0.0157,0,0,0,641,0.146,plateaued_without_validity
177,adult,glycemic_control,wachter,1,1,0.4618,0.7276,1.0784,0.4533,7,2,0,1361,0.368,valid_and_plateaued
177,adult,glycemic_control,dice_random,1,1,0.4618,0.7305,1.3856,1.353,1,1,0,2013,0.782,
177,adult,glycemic_control,dice_genetic,0,1,0.4618,0.4618,0.0,0.0,0,0,0,6001,11.992,evaluation_budget_exhausted
177,adult,glycemic_control,greedy,1,1,0.4618,0.7675,0.1869,0.1627,1,0,0,280,0.038,
178,adult,balanced_nutrition,foodsense_de,0,1,0.2871,0.6945,0.686,0.5143,4,0,0,2281,0.463,plateaued_without_validity
178,adult,balanced_nutrition,wachter,1,1,0.2871,0.7688,0.8833,0.5343,8,1,0,4281,0.976,valid_and_plateaued
178,adult,balanced_nutrition,dice_random,0,1,0.2871,0.2871,0.0,0.0,0,0,0,6001,1.326,evaluation_budget_exhausted
178,adult,balanced_nutrition,dice_genetic,0,1,0.2871,0.2871,0.0,0.0,0,0,0,6001,11.55,evaluation_budget_exhausted
178,adult,balanced_nutrition,greedy,1,1,0.2871,0.7392,0.7611,0.5266,4,0,0,635,0.089,
179,adult,glycemic_control,foodsense_de,0,1,0.5038,0.5139,0.015,0.0067,0,0,0,641,0.137,plateaued_without_validity
179,adult,glycemic_control,wachter,0,1,0.5038,0.5139,0.015,0.0067,0,0,0,641,0.177,plateaued_without_validity
179,adult,glycemic_control,dice_random,1,1,0.5038,0.8189,0.9682,0.9258,2,1,0,2013,0.806,
179,adult,glycemic_control,dice_genetic,0,1,0.5038,0.5038,0.0,0.0,0,0,0,6001,11.551,evaluation_budget_exhausted
179,adult,glycemic_control,greedy,1,1,0.5038,0.7412,0.3832,0.2933,2,0,0,387,0.049,
180,adult,balanced_nutrition,foodsense_de,0,1,0.4276,0.3626,0.5297,0.5293,1,0,0,641,0.137,plateaued_without_validity
180,adult,balanced_nutrition,wachter,0,1,0.4276,0.3626,0.5297,0.5293,1,0,0,641,0.174,plateaued_without_validity
180,adult,balanced_nutrition,dice_random,0,1,0.4276,0.4276,0.0,0.0,0,0,0,6001,1.24,evaluation_budget_exhausted
180,adult,balanced_nutrition,dice_genetic,0,1,0.4276,0.4276,0.0,0.0,0,0,0,6001,11.029,evaluation_budget_exhausted
180,adult,balanced_nutrition,greedy,1,1,0.4276,0.7052,0.719,0.5474,4,1,0,463,0.065,
181,adult,glycemic_control,foodsense_de,0,1,0.4837,0.5363,0.209,0.1243,2,0,0,641,0.136,plateaued_without_validity
181,adult,glycemic_control,wachter,1,1,0.4837,0.754,2.4776,1.1939,8,2,0,1601,0.395,valid_and_plateaued
181,adult,glycemic_control,dice_random,0,1,0.4837,0.6707,2.5313,1.9952,4,0,0,2013,0.678,
181,adult,glycemic_control,dice_genetic,0,1,0.4837,0.4837,0.0,0.0,0,0,0,6001,12.473,evaluation_budget_exhausted
181,adult,glycemic_control,greedy,1,1,0.4837,0.7485,0.994,0.5823,4,1,0,403,0.052,
182,adult,glycemic_control,foodsense_de,0,1,0.5397,0.5427,0.0242,0.0132,1,0,0,641,0.156,plateaued_without_validity
182,adult,glycemic_control,wachter,0,1,0.5397,0.5427,0.0242,0.0132,1,0,0,641,0.184,plateaued_without_validity
182,adult,glycemic_control,dice_random,0,1,0.5397,0.5397,0.0,0.0,0,0,0,6001,1.395,evaluation_budget_exhausted
182,adult,glycemic_control,dice_genetic,0,1,0.5397,0.5397,0.0,0.0,0,0,0,6001,12.67,evaluation_budget_exhausted
182,adult,glycemic_control,greedy,0,1,0.5397,0.6847,0.4252,0.2441,4,0,0,576,0.085,
183,adult,weight_management,foodsense_de,0,1,0.4733,0.473,0.1439,0.0923,1,0,0,641,0.132,plateaued_without_validity
183,adult,weight_management,wachter,0,1,0.4733,0.6684,3.5166,2.1731,4,0,0,4401,0.998,plateaued_without_validity
183,adult,weight_management,dice_random,0,1,0.4733,0.6976,8.9262,8.7828,2,0,0,2013,0.669,
183,adult,weight_management,dice_genetic,0,1,0.4733,0.4733,0.0,0.0,0,0,0,6001,11.684,evaluation_budget_exhausted
183,adult,weight_management,greedy,1,1,0.4733,0.7196,3.7675,2.3092,4,1,0,616,0.075,
184,adult,glycemic_control,foodsense_de,0,1,0.484,0.4883,0.1626,0.1499,1,0,0,641,0.133,plateaued_without_validity
184,adult,glycemic_control,wachter,1,1,0.484,0.7136,2.2721,0.9832,7,2,0,1641,0.475,valid_and_plateaued
184,adult,glycemic_control,dice_random,1,1,0.484,0.797,2.256,2.0988,2,0,0,2013,0.805,
184,adult,glycemic_control,dice_genetic,0,1,0.484,0.484,0.0,0.0,0,0,0,6001,11.742,evaluation_budget_exhausted
184,adult,glycemic_control,greedy,1,1,0.484,0.7008,1.3704,0.9126,3,2,0,367,0.047,
185,adult,weight_management,foodsense_de,0,1,0.4631,0.4729,0.38,0.2037,3,0,0,641,0.135,plateaued_without_validity
185,adult,weight_management,wachter,1,1,0.4631,0.8323,1.9533,0.8091,7,2,0,2081,0.497,valid_and_plateaued
185,adult,weight_management,dice_random,1,1,0.4631,0.7883,2.4633,2.0933,4,1,0,2013,0.671,
185,adult,weight_management,dice_genetic,0,1,0.4631,0.4631,0.0,0.0,0,0,0,6001,11.791,evaluation_budget_exhausted
185,adult,weight_management,greedy,1,1,0.4631,0.7765,1.5,0.9377,4,0,0,391,0.047,
186,adult,weight_management,foodsense_de,0,1,0.5085,0.5119,0.0436,0.0413,1,0,0,641,0.13,plateaued_without_validity
186,adult,weight_management,wachter,1,1,0.5085,0.7047,0.6812,0.4769,5,1,0,2761,0.625,valid_and_plateaued
186,adult,weight_management,dice_random,0,1,0.5085,0.6875,0.8497,0.8071,2,0,0,2013,0.711,
186,adult,weight_management,dice_genetic,0,1,0.5085,0.5085,0.0,0.0,0,0,0,6001,11.19,evaluation_budget_exhausted
186,adult,weight_management,greedy,1,1,0.5085,0.745,0.7103,0.4751,3,1,0,334,0.044,
187,adult,glycemic_control,foodsense_de,0,1,0.5415,0.5956,0.0103,0.0072,1,0,0,641,0.174,plateaued_without_validity
187,adult,glycemic_control,wachter,0,1,0.5415,0.5956,0.0103,0.0072,1,0,0,641,0.216,plateaued_without_validity
187,adult,glycemic_control,dice_random,1,1,0.5415,0.7271,0.3548,0.2365,4,0,0,5013,1.612,
187,adult,glycemic_control,dice_genetic,0,1,0.5415,0.5415,0.0,0.0,0,0,0,6001,13.414,evaluation_budget_exhausted
187,adult,glycemic_control,greedy,1,1,0.5415,0.7617,0.123,0.0955,3,0,0,460,0.078,
188,adult,weight_management,foodsense_de,0,1,0.6283,0.6317,0.0312,0.0167,1,0,0,641,0.151,plateaued_without_validity
188,adult,weight_management,wachter,1,1,0.6283,0.755,0.0926,0.0548,3,0,0,5401,1.25,valid_and_plateaued
188,adult,weight_management,dice_random,1,1,0.6283,0.7553,0.4225,0.393,2,0,0,2013,0.887,
188,adult,weight_management,dice_genetic,0,1,0.6283,0.6283,0.0,0.0,0,0,0,6001,12.998,evaluation_budget_exhausted
188,adult,weight_management,greedy,1,1,0.6283,0.8014,0.1368,0.1082,2,0,0,294,0.038,
189,adult,glycemic_control,foodsense_de,0,1,0.5944,0.6015,0.0051,0.0036,0,0,0,641,0.122,plateaued_without_validity
189,adult,glycemic_control,wachter,0,1,0.5944,0.6015,0.0051,0.0036,0,0,0,641,0.159,plateaued_without_validity
189,adult,glycemic_control,dice_random,1,1,0.5944,0.7702,0.5,0.4067,2,0,0,2013,0.656,
189,adult,glycemic_control,dice_genetic,0,1,0.5944,0.5944,0.0,0.0,0,0,0,6001,10.838,evaluation_budget_exhausted
189,adult,glycemic_control,greedy,1,1,0.5944,0.7211,0.3081,0.3031,1,0,0,214,0.027,
190,adult,glycemic_control,foodsense_de,0,1,0.3983,0.4412,0.0921,0.0548,2,0,0,641,0.159,plateaued_without_validity
190,adult,glycemic_control,wachter,1,1,0.3983,0.7978,1.4918,0.7265,8,2,0,1001,0.332,valid_and_plateaued
190,adult,glycemic_control,dice_random,1,1,0.3983,0.7823,0.844,0.7538,3,1,0,2013,0.647,
190,adult,glycemic_control,dice_genetic,0,1,0.3983,0.3983,0.0,0.0,0,0,0,6001,12.215,evaluation_budget_exhausted
190,adult,glycemic_control,greedy,0,1,0.3983,0.6964,0.5613,0.3713,4,1,0,403,0.053,
191,adult,balanced_nutrition,foodsense_de,0,1,0.3513,0.3472,0.0088,0.0057,0,0,0,641,0.137,plateaued_without_validity
191,adult,balanced_nutrition,wachter,0,1,0.3513,0.3472,0.0088,0.0057,0,0,0,641,0.184,plateaued_without_validity
191,adult,balanced_nutrition,dice_random,0,1,0.3513,0.3513,0.0,0.0,0,0,0,6001,1.272,evaluation_budget_exhausted
191,adult,balanced_nutrition,dice_genetic,0,1,0.3513,0.3513,0.0,0.0,0,0,0,6001,11.497,evaluation_budget_exhausted
191,adult,balanced_nutrition,greedy,0,1,0.3513,0.4254,0.1518,0.0859,3,0,0,492,0.059,
192,adult,balanced_nutrition,foodsense_de,0,1,0.2879,0.3458,0.1177,0.0679,3,0,0,641,0.163,plateaued_without_validity
192,adult,balanced_nutrition,wachter,1,1,0.2879,0.8143,0.7897,0.4007,9,1,0,3961,1.08,valid_and_plateaued
192,adult,balanced_nutrition,dice_random,1,1,0.2879,0.7605,0.8471,0.7032,5,1,0,2013,0.821,
192,adult,balanced_nutrition,dice_genetic,0,1,0.2879,0.2879,0.0,0.0,0,0,0,6001,13.591,evaluation_budget_exhausted
192,adult,balanced_nutrition,greedy,1,1,0.2879,0.7246,0.4195,0.3094,4,1,0,326,0.067,
193,adult,weight_management,foodsense_de,0,1,0.4309,0.4289,0.0188,0.0126,1,0,0,641,0.192,plateaued_without_validity
193,adult,weight_management,wachter,0,1,0.4309,0.6964,0.2948,0.177,5,0,0,4201,1.188,plateaued_without_validity
193,adult,weight_management,dice_random,0,1,0.4309,0.688,1.0516,0.6494,4,1,0,4013,1.261,
193,adult,weight_management,dice_genetic,0,1,0.4309,0.4309,0.0,0.0,0,0,0,6001,13.367,evaluation_budget_exhausted
193,adult,weight_management,greedy,1,1,0.4309,0.7814,0.3906,0.2179,4,0,0,538,0.077,
194,adult,balanced_nutrition,foodsense_de,0,1,0.3119,0.311,0.0248,0.0219,1,0,0,641,0.148,plateaued_without_validity
194,adult,balanced_nutrition,wachter,0,1,0.3119,0.311,0.0248,0.0219,1,0,0,641,0.183,plateaued_without_validity
194,adult,balanced_nutrition,dice_random,0,1,0.3119,0.3119,0.0,0.0,0,0,0,6001,1.453,evaluation_budget_exhausted
194,adult,balanced_nutrition,dice_genetic,0,1,0.3119,0.3119,0.0,0.0,0,0,0,6001,13.522,evaluation_budget_exhausted
194,adult,balanced_nutrition,greedy,0,1,0.3119,0.6951,0.4015,0.2001,5,1,0,1363,0.265,
195,adult,glycemic_control,foodsense_de,0,1,0.6352,0.6353,0.0037,0.0021,0,0,0,641,0.142,plateaued_without_validity
195,adult,glycemic_control,wachter,0,1,0.6352,0.6405,0.0451,0.0421,1,0,0,641,0.184,plateaued_without_validity
195,adult,glycemic_control,dice_random,0,1,0.6352,0.6837,0.5524,0.5488,1,0,0,2013,0.736,
195,adult,glycemic_control,dice_genetic,0,1,0.6352,0.6352,0.0,0.0,0,0,0,6001,11.914,evaluation_budget_exhausted
195,adult,glycemic_control,greedy,1,1,0.6352,0.7616,0.1561,0.1525,1,0,0,236,0.029,
196,adult,glycemic_control,foodsense_de,0,1,0.5802,0.5799,0.0019,0.0013,0,0,0,641,0.125,plateaued_without_validity
196,adult,glycemic_control,wachter,1,1,0.5802,0.7493,0.2871,0.2451,3,1,0,5041,1.079,valid_and_plateaued
196,adult,glycemic_control,dice_random,1,1,0.5802,0.7119,0.5792,0.5773,1,1,0,2013,0.602,
196,adult,glycemic_control,dice_genetic,0,1,0.5802,0.5802,0.0,0.0,0,0,0,6001,10.553,evaluation_budget_exhausted
196,adult,glycemic_control,greedy,1,1,0.5802,0.7479,0.27,0.2681,1,1,0,317,0.038,
197,adult,weight_management,foodsense_de,0,1,0.2287,0.2435,0.061,0.033,2,0,0,641,0.16,plateaued_without_validity
197,adult,weight_management,wachter,1,1,0.2287,0.7113,1.3901,0.4147,14,2,0,1881,0.579,valid_and_plateaued
197,adult,weight_management,dice_random,0,1,0.2287,0.2287,0.0,0.0,0,0,0,6001,1.416,evaluation_budget_exhausted
197,adult,weight_management,dice_genetic,0,1,0.2287,0.2287,0.0,0.0,0,0,0,6001,12.884,evaluation_budget_exhausted
197,adult,weight_management,greedy,1,1,0.2287,0.7758,0.7924,0.4391,5,1,0,778,0.126,
198,adult,balanced_nutrition,foodsense_de,0,1,0.4643,0.4765,0.2138,0.1365,1,0,0,641,0.139,plateaued_without_validity
198,adult,balanced_nutrition,wachter,1,1,0.4643,0.748,2.6379,1.1445,8,2,0,4361,1.053,valid_and_plateaued
198,adult,balanced_nutrition,dice_random,0,1,0.4643,0.6895,2.6207,2.2885,3,1,0,2013,0.724,
198,adult,balanced_nutrition,dice_genetic,0,1,0.4643,0.4643,0.0,0.0,0,0,0,6001,11.4,evaluation_budget_exhausted
198,adult,balanced_nutrition,greedy,0,1,0.4643,0.6827,2.0414,1.3527,3,1,0,367,0.047,
199,adult,balanced_nutrition,foodsense_de,0,1,0.5621,0.5701,0.0058,0.0023,0,0,0,641,0.155,plateaued_without_validity
199,adult,balanced_nutrition,wachter,0,1,0.5621,0.5701,0.0058,0.0023,0,0,0,641,0.197,plateaued_without_validity
199,adult,balanced_nutrition,dice_random,0,1,0.5621,0.5621,0.0,0.0,0,0,0,6001,1.412,evaluation_budget_exhausted
199,adult,balanced_nutrition,dice_genetic,0,1,0.5621,0.5621,0.0,0.0,0,0,0,6001,13.061,evaluation_budget_exhausted
199,adult,balanced_nutrition,greedy,0,1,0.5621,0.6959,0.2927,0.1907,3,2,0,709,0.125,
200,adult,weight_management,foodsense_de,1,1,0.7434,0.7431,0.0082,0.0075,1,0,0,641,0.15,valid_and_plateaued
200,adult,weight_management,wachter,1,1,0.7434,0.7431,0.0082,0.0075,1,0,0,641,0.174,valid_and_plateaued
200,adult,weight_management,dice_random,1,1,0.7434,0.7278,0.0422,0.0348,2,0,0,2013,0.762,
200,adult,weight_management,dice_genetic,1,1,0.7434,0.7434,0.0,0.0,0,0,0,6001,12.459,evaluation_budget_exhausted
200,adult,weight_management,greedy,1,1,0.7434,0.7431,0.0082,0.0075,1,0,0,123,0.017,
201,older_adult,glycemic_control,foodsense_de,0,1,0.0,0.6761,1.3065,0.8031,6,0,0,5321,1.015,plateaued_without_validity
201,older_adult,glycemic_control,wachter,0,0,0.0,0.0066,1.4887,0.7867,6,2,2,921,0.257,plateaued_without_validity
201,older_adult,glycemic_control,dice_random,0,0,0.0,0.0,0.0,0.0,0,0,4,6001,1.203,evaluation_budget_exhausted
201,older_adult,glycemic_control,dice_genetic,0,0,0.0,0.0,0.0,0.0,0,0,4,6001,11.946,evaluation_budget_exhausted
201,older_adult,glycemic_control,greedy,0,0,0.0,0.0006,0.7788,0.5402,4,1,3,585,0.082,
